"date","price","fly_to","departure_date","booking_days"
2018-02-23,51,"SKP",2018-06-03,100
2018-02-23,53.5,"SKP",2018-06-06,103
2018-02-23,56,"SKP",2018-06-10,107
2018-02-23,58,"SKP",2018-06-13,110
2018-02-23,61,"SKP",2018-06-17,114
2018-02-23,68,"SKP",2018-06-20,117
2018-02-23,76,"SKP",2018-06-24,121
2018-02-23,81.5,"SKP",2018-06-27,124
2018-02-24,61,"SKP",2018-05-02,67
2018-02-24,56,"SKP",2018-05-06,71
2018-02-24,51,"SKP",2018-05-09,74
2018-02-24,53.5,"SKP",2018-05-13,78
2018-02-24,51,"SKP",2018-05-16,81
2018-02-24,56,"SKP",2018-05-20,85
2018-02-24,56,"SKP",2018-05-23,88
2018-02-24,56,"SKP",2018-05-27,92
2018-02-24,56,"SKP",2018-05-30,95
2018-02-24,55.5,"SKP",2018-06-03,99
2018-02-24,51,"SKP",2018-06-06,102
2018-02-24,51,"SKP",2018-06-10,106
2018-02-24,53.5,"SKP",2018-06-13,109
2018-02-24,61,"SKP",2018-06-17,113
2018-02-24,66,"SKP",2018-06-20,116
2018-02-24,71.5,"SKP",2018-06-24,120
2018-02-24,77,"SKP",2018-06-27,123
2018-02-25,61,"SKP",2018-05-02,66
2018-02-25,56,"SKP",2018-05-06,70
2018-02-25,51,"SKP",2018-05-13,77
2018-02-25,53.5,"SKP",2018-05-20,84
2018-02-25,56,"SKP",2018-05-27,91
2018-02-25,51,"SKP",2018-06-03,98
2018-02-25,51,"SKP",2018-06-10,105
2018-02-25,66,"SKP",2018-06-17,112
2018-02-25,71,"SKP",2018-06-24,119
2018-02-26,65.5,"SKP",2018-05-02,65
2018-02-27,66,"SKP",2018-05-02,64
2018-02-28,66,"SKP",2018-05-02,63
2018-03-01,66,"SKP",2018-05-02,62
2018-03-02,66,"SKP",2018-05-02,61
2018-03-03,66,"SKP",2018-05-02,60
2018-03-04,61,"SKP",2018-05-02,59
2018-03-05,63,"SKP",2018-05-02,58
2018-03-06,63,"SKP",2018-05-02,57
2018-03-07,61,"SKP",2018-05-02,56
2018-03-08,66,"SKP",2018-05-02,55
2018-03-09,66,"SKP",2018-05-02,54
2018-03-10,66,"SKP",2018-05-02,53
2018-03-11,66,"SKP",2018-05-02,52
2018-03-12,66,"SKP",2018-05-02,51
2018-03-13,61,"SKP",2018-05-02,50
2018-03-14,61,"SKP",2018-05-02,49
2018-03-15,61,"SKP",2018-05-02,48
2018-03-16,58.5,"SKP",2018-05-02,47
2018-03-17,71,"SKP",2018-05-02,46
2018-03-18,61,"SKP",2018-05-02,45
2018-03-19,63.5,"SKP",2018-05-02,44
2018-03-20,66,"SKP",2018-05-02,43
2018-03-21,63.5,"SKP",2018-05-02,42
2018-03-22,66,"SKP",2018-05-02,41
2018-03-23,61,"SKP",2018-05-02,40
2018-03-24,56,"SKP",2018-05-02,39
2018-03-25,58.5,"SKP",2018-05-02,38
2018-03-26,63.5,"SKP",2018-05-02,37
2018-03-27,66,"SKP",2018-05-02,36
2018-03-28,68.5,"SKP",2018-05-02,35
2018-03-29,71,"SKP",2018-05-02,34
2018-03-30,66,"SKP",2018-05-02,33
2018-03-31,71,"SKP",2018-05-02,32
2018-04-01,76.5,"SKP",2018-05-02,31
2018-04-02,84,"SKP",2018-05-02,30
2018-04-03,61,"SKP",2018-05-02,29
2018-04-04,61,"SKP",2018-05-02,28
2018-04-05,66,"SKP",2018-05-02,27
2018-04-06,66,"SKP",2018-05-02,26
2018-04-07,71,"SKP",2018-05-02,25
2018-04-08,71,"SKP",2018-05-02,24
2018-04-09,71.5,"SKP",2018-05-02,23
2018-04-10,71,"SKP",2018-05-02,22
2018-04-11,74,"SKP",2018-05-02,21
2018-04-12,74,"SKP",2018-05-02,20
2018-04-13,77,"SKP",2018-05-02,19
2018-04-14,68.5,"SKP",2018-05-02,18
2018-04-15,68.5,"SKP",2018-05-02,17
2018-04-16,71,"SKP",2018-05-02,16
2018-04-17,77,"SKP",2018-05-02,15
2018-04-18,77,"SKP",2018-05-02,14
2018-04-19,87,"SKP",2018-05-02,13
2018-04-20,92,"SKP",2018-05-02,12
2018-04-21,107,"SKP",2018-05-02,11
2018-04-22,77,"SKP",2018-05-02,10
2018-04-23,82,"SKP",2018-05-02,9
2018-04-24,66,"SKP",2018-05-02,8
2018-04-25,91.5,"SKP",2018-05-02,7
2018-04-26,87,"SKP",2018-05-02,6
2018-04-27,61,"SKP",2018-05-02,5
2018-04-28,58.5,"SKP",2018-05-02,4
2018-04-29,56,"SKP",2018-05-02,3
2018-04-30,56,"SKP",2018-05-02,2
2018-02-22,38,"SVQ",2018-05-02,69
2018-02-22,35.5,"SVQ",2018-05-05,72
2018-02-22,37,"SVQ",2018-05-09,76
2018-02-22,37,"SVQ",2018-05-12,79
2018-02-22,39.5,"SVQ",2018-05-16,83
2018-02-22,37,"SVQ",2018-05-19,86
2018-02-22,37,"SVQ",2018-05-23,90
2018-02-22,36,"SVQ",2018-05-26,93
2018-02-22,37.5,"SVQ",2018-05-30,97
2018-02-22,40,"SVQ",2018-06-02,100
2018-02-22,42,"SVQ",2018-06-06,104
2018-02-22,45,"SVQ",2018-06-09,107
2018-02-22,39,"SVQ",2018-06-13,111
2018-02-22,38,"SVQ",2018-06-16,114
2018-02-22,41.5,"SVQ",2018-06-20,118
2018-02-22,49,"SVQ",2018-06-23,121
2018-02-22,47,"SVQ",2018-06-27,125
2018-02-22,58,"SVQ",2018-06-30,128
2018-02-23,38,"SVQ",2018-05-02,68
2018-02-23,37,"SVQ",2018-05-05,71
2018-02-23,35,"SVQ",2018-05-09,75
2018-02-23,36,"SVQ",2018-05-12,78
2018-02-23,36,"SVQ",2018-05-16,82
2018-02-23,37,"SVQ",2018-05-19,85
2018-02-23,33,"SVQ",2018-05-23,89
2018-02-23,34.5,"SVQ",2018-05-26,92
2018-02-23,36,"SVQ",2018-05-30,96
2018-02-23,36.5,"SVQ",2018-06-02,99
2018-02-23,42,"SVQ",2018-06-06,103
2018-02-23,45,"SVQ",2018-06-09,106
2018-02-23,36,"SVQ",2018-06-13,110
2018-02-23,37,"SVQ",2018-06-16,113
2018-02-23,45,"SVQ",2018-06-20,117
2018-02-23,47,"SVQ",2018-06-23,120
2018-02-23,36,"SVQ",2018-06-27,124
2018-02-23,58,"SVQ",2018-06-30,127
2018-02-24,37.5,"SVQ",2018-05-02,67
2018-02-24,37,"SVQ",2018-05-05,70
2018-02-24,33,"SVQ",2018-05-09,74
2018-02-24,35,"SVQ",2018-05-12,77
2018-02-24,36.5,"SVQ",2018-05-16,81
2018-02-24,36,"SVQ",2018-05-19,84
2018-02-24,32.5,"SVQ",2018-05-23,88
2018-02-24,33,"SVQ",2018-05-26,91
2018-02-24,36.5,"SVQ",2018-05-30,95
2018-02-24,38,"SVQ",2018-06-02,98
2018-02-24,42.5,"SVQ",2018-06-06,102
2018-02-24,42.5,"SVQ",2018-06-09,105
2018-02-24,41.5,"SVQ",2018-06-13,109
2018-02-24,40,"SVQ",2018-06-16,112
2018-02-24,41.5,"SVQ",2018-06-20,116
2018-02-24,41.5,"SVQ",2018-06-23,119
2018-02-24,45.5,"SVQ",2018-06-27,123
2018-02-24,58,"SVQ",2018-06-30,126
2018-02-25,37,"SVQ",2018-05-02,66
2018-02-25,34.5,"SVQ",2018-05-09,73
2018-02-25,36,"SVQ",2018-05-16,80
2018-02-25,35,"SVQ",2018-05-23,87
2018-02-25,33,"SVQ",2018-05-30,94
2018-02-25,42,"SVQ",2018-06-06,101
2018-02-25,43.5,"SVQ",2018-06-13,108
2018-02-25,41.5,"SVQ",2018-06-20,115
2018-02-25,45.5,"SVQ",2018-06-27,122
2018-02-26,37,"SVQ",2018-05-02,65
2018-02-27,37,"SVQ",2018-05-02,64
2018-02-28,37,"SVQ",2018-05-02,63
2018-03-01,37,"SVQ",2018-05-02,62
2018-03-02,37,"SVQ",2018-05-02,61
2018-03-03,37,"SVQ",2018-05-02,60
2018-03-04,37,"SVQ",2018-05-02,59
2018-03-05,36.5,"SVQ",2018-05-02,58
2018-03-06,36,"SVQ",2018-05-02,57
2018-03-07,36,"SVQ",2018-05-02,56
2018-03-08,38,"SVQ",2018-05-02,55
2018-03-09,41,"SVQ",2018-05-02,54
2018-03-10,39,"SVQ",2018-05-02,53
2018-03-11,39,"SVQ",2018-05-02,52
2018-03-12,37,"SVQ",2018-05-02,51
2018-03-13,37,"SVQ",2018-05-02,50
2018-03-14,36.5,"SVQ",2018-05-02,49
2018-03-15,39.5,"SVQ",2018-05-02,48
2018-03-16,37,"SVQ",2018-05-02,47
2018-03-17,33.5,"SVQ",2018-05-02,46
2018-03-18,41,"SVQ",2018-05-02,45
2018-03-19,36,"SVQ",2018-05-02,44
2018-03-20,39,"SVQ",2018-05-02,43
2018-03-21,36,"SVQ",2018-05-02,42
2018-03-22,37,"SVQ",2018-05-02,41
2018-03-23,41,"SVQ",2018-05-02,40
2018-03-24,49,"SVQ",2018-05-02,39
2018-03-25,43.5,"SVQ",2018-05-02,38
2018-03-26,39,"SVQ",2018-05-02,37
2018-03-27,41,"SVQ",2018-05-02,36
2018-03-28,43,"SVQ",2018-05-02,35
2018-03-29,45,"SVQ",2018-05-02,34
2018-03-30,45,"SVQ",2018-05-02,33
2018-03-31,39,"SVQ",2018-05-02,32
2018-04-01,38,"SVQ",2018-05-02,31
2018-04-02,45,"SVQ",2018-05-02,30
2018-04-03,41,"SVQ",2018-05-02,29
2018-04-04,45,"SVQ",2018-05-02,28
2018-04-05,45,"SVQ",2018-05-02,27
2018-04-06,42,"SVQ",2018-05-02,26
2018-04-07,35,"SVQ",2018-05-02,25
2018-04-08,45,"SVQ",2018-05-02,24
2018-04-09,43,"SVQ",2018-05-02,23
2018-04-10,38,"SVQ",2018-05-02,22
2018-04-11,40,"SVQ",2018-05-02,21
2018-04-12,35,"SVQ",2018-05-02,20
2018-04-13,42.5,"SVQ",2018-05-02,19
2018-04-14,32.5,"SVQ",2018-05-02,18
2018-04-15,32.5,"SVQ",2018-05-02,17
2018-04-16,35,"SVQ",2018-05-02,16
2018-04-17,35,"SVQ",2018-05-02,15
2018-04-18,35,"SVQ",2018-05-02,14
2018-04-19,35,"SVQ",2018-05-02,13
2018-04-20,37,"SVQ",2018-05-02,12
2018-04-21,54,"SVQ",2018-05-02,11
2018-04-22,63,"SVQ",2018-05-02,10
2018-04-23,63,"SVQ",2018-05-02,9
2018-04-24,69,"SVQ",2018-05-02,8
2018-04-25,58,"SVQ",2018-05-02,7
2018-04-26,63.5,"SVQ",2018-05-02,6
2018-04-27,51.5,"SVQ",2018-05-02,5
2018-04-28,35,"SVQ",2018-05-02,4
2018-04-29,40,"SVQ",2018-05-02,3
2018-04-30,58,"SVQ",2018-05-02,2
2018-02-22,83,"PRG",2018-05-02,69
2018-02-22,82,"PRG",2018-05-05,72
2018-02-22,75,"PRG",2018-05-09,76
2018-02-22,77.5,"PRG",2018-05-12,79
2018-02-22,62,"PRG",2018-05-16,83
2018-02-22,73,"PRG",2018-05-19,86
2018-02-22,72,"PRG",2018-05-23,90
2018-02-22,62,"PRG",2018-05-26,93
2018-02-22,62,"PRG",2018-05-30,97
2018-02-22,62,"PRG",2018-06-02,100
2018-02-22,61,"PRG",2018-06-05,103
2018-02-22,61,"PRG",2018-06-06,104
2018-02-22,61,"PRG",2018-06-09,107
2018-02-22,60,"PRG",2018-06-12,110
2018-02-22,60,"PRG",2018-06-13,111
2018-02-22,60,"PRG",2018-06-16,114
2018-02-22,60,"PRG",2018-06-19,117
2018-02-22,60,"PRG",2018-06-20,118
2018-02-22,60,"PRG",2018-06-23,121
2018-02-22,60,"PRG",2018-06-26,124
2018-02-22,60,"PRG",2018-06-27,125
2018-02-22,60,"PRG",2018-06-30,128
2018-02-23,83,"PRG",2018-05-02,68
2018-02-23,81,"PRG",2018-05-05,71
2018-02-23,75,"PRG",2018-05-09,75
2018-02-23,74,"PRG",2018-05-12,78
2018-02-23,71.5,"PRG",2018-05-16,82
2018-02-23,62,"PRG",2018-05-19,85
2018-02-23,62,"PRG",2018-05-23,89
2018-02-23,67.5,"PRG",2018-05-26,92
2018-02-23,62,"PRG",2018-05-30,96
2018-02-23,60,"PRG",2018-06-02,99
2018-02-23,60,"PRG",2018-06-05,102
2018-02-23,62,"PRG",2018-06-09,106
2018-02-23,60,"PRG",2018-06-12,109
2018-02-23,60,"PRG",2018-06-16,113
2018-02-23,66,"PRG",2018-06-19,116
2018-02-23,60,"PRG",2018-06-23,120
2018-02-23,60,"PRG",2018-06-26,123
2018-02-23,60,"PRG",2018-06-30,127
2018-02-24,83,"PRG",2018-05-02,67
2018-02-24,83,"PRG",2018-05-05,70
2018-02-24,74.5,"PRG",2018-05-09,74
2018-02-24,71.5,"PRG",2018-05-12,77
2018-02-24,70,"PRG",2018-05-16,81
2018-02-24,62,"PRG",2018-05-19,84
2018-02-24,68.5,"PRG",2018-05-23,88
2018-02-24,62,"PRG",2018-05-26,91
2018-02-24,62,"PRG",2018-05-30,95
2018-02-24,60,"PRG",2018-06-02,98
2018-02-24,61,"PRG",2018-06-05,101
2018-02-24,61,"PRG",2018-06-09,105
2018-02-24,62,"PRG",2018-06-12,108
2018-02-24,60,"PRG",2018-06-16,112
2018-02-24,70.5,"PRG",2018-06-19,115
2018-02-24,60,"PRG",2018-06-23,119
2018-02-24,60,"PRG",2018-06-26,122
2018-02-24,60,"PRG",2018-06-30,126
2018-02-25,83,"PRG",2018-05-02,66
2018-02-25,81,"PRG",2018-05-09,73
2018-02-25,66,"PRG",2018-05-16,80
2018-02-25,62,"PRG",2018-05-23,87
2018-02-25,67,"PRG",2018-05-30,94
2018-02-26,83,"PRG",2018-05-02,65
2018-02-27,86,"PRG",2018-05-02,64
2018-02-28,83,"PRG",2018-05-02,63
2018-03-01,83,"PRG",2018-05-02,62
2018-03-02,95,"PRG",2018-05-02,61
2018-03-03,94,"PRG",2018-05-02,60
2018-03-04,95.5,"PRG",2018-05-02,59
2018-03-05,96,"PRG",2018-05-02,58
2018-03-06,94,"PRG",2018-05-02,57
2018-03-07,94.5,"PRG",2018-05-02,56
2018-03-08,96,"PRG",2018-05-02,55
2018-03-09,96,"PRG",2018-05-02,54
2018-03-10,95,"PRG",2018-05-02,53
2018-03-11,83,"PRG",2018-05-02,52
2018-03-12,88,"PRG",2018-05-02,51
2018-03-13,94.5,"PRG",2018-05-02,50
2018-03-14,95,"PRG",2018-05-02,49
2018-03-15,86,"PRG",2018-05-02,48
2018-03-16,96,"PRG",2018-05-02,47
2018-03-17,95.5,"PRG",2018-05-02,46
2018-03-18,84.5,"PRG",2018-05-02,45
2018-03-19,96,"PRG",2018-05-02,44
2018-03-20,96,"PRG",2018-05-02,43
2018-03-21,86,"PRG",2018-05-02,42
2018-03-22,84.5,"PRG",2018-05-02,41
2018-03-23,95,"PRG",2018-05-02,40
2018-03-24,96,"PRG",2018-05-02,39
2018-03-25,94.5,"PRG",2018-05-02,38
2018-03-26,96,"PRG",2018-05-02,37
2018-03-27,88.5,"PRG",2018-05-02,36
2018-03-28,96,"PRG",2018-05-02,35
2018-03-29,96,"PRG",2018-05-02,34
2018-03-30,96,"PRG",2018-05-02,33
2018-03-31,96,"PRG",2018-05-02,32
2018-04-01,96,"PRG",2018-05-02,31
2018-04-02,96,"PRG",2018-05-02,30
2018-04-03,83,"PRG",2018-05-02,29
2018-04-04,95.5,"PRG",2018-05-02,28
2018-04-05,106.5,"PRG",2018-05-02,27
2018-04-06,89.5,"PRG",2018-05-02,26
2018-04-07,96,"PRG",2018-05-02,25
2018-04-08,100,"PRG",2018-05-02,24
2018-04-09,104,"PRG",2018-05-02,23
2018-04-10,110.5,"PRG",2018-05-02,22
2018-04-11,104,"PRG",2018-05-02,21
2018-04-12,104,"PRG",2018-05-02,20
2018-04-13,105,"PRG",2018-05-02,19
2018-04-14,105,"PRG",2018-05-02,18
2018-04-15,105,"PRG",2018-05-02,17
2018-04-16,111,"PRG",2018-05-02,16
2018-04-17,111,"PRG",2018-05-02,15
2018-04-18,106.5,"PRG",2018-05-02,14
2018-04-19,117,"PRG",2018-05-02,13
2018-04-20,110.5,"PRG",2018-05-02,12
2018-04-21,100,"PRG",2018-05-02,11
2018-04-22,96,"PRG",2018-05-02,10
2018-04-23,96,"PRG",2018-05-02,9
2018-04-24,93,"PRG",2018-05-02,8
2018-04-25,82,"PRG",2018-05-02,7
2018-04-26,89,"PRG",2018-05-02,6
2018-04-27,89,"PRG",2018-05-02,5
2018-04-28,79,"PRG",2018-05-02,4
2018-04-29,96,"PRG",2018-05-02,3
2018-04-30,273,"PRG",2018-05-02,2
2018-02-22,50,"BRI",2018-05-02,69
2018-02-22,39,"BRI",2018-05-04,71
2018-02-22,50,"BRI",2018-05-06,73
2018-02-22,39.5,"BRI",2018-05-09,76
2018-02-22,42,"BRI",2018-05-11,78
2018-02-22,43,"BRI",2018-05-13,80
2018-02-22,39.5,"BRI",2018-05-16,83
2018-02-22,52,"BRI",2018-05-18,85
2018-02-22,42,"BRI",2018-05-20,87
2018-02-22,38,"BRI",2018-05-23,90
2018-02-22,36.5,"BRI",2018-05-25,92
2018-02-22,38,"BRI",2018-05-27,94
2018-02-22,38,"BRI",2018-05-30,97
2018-02-22,33,"BRI",2018-06-01,99
2018-02-22,36,"BRI",2018-06-03,101
2018-02-22,36,"BRI",2018-06-06,104
2018-02-22,36,"BRI",2018-06-08,106
2018-02-22,44,"BRI",2018-06-10,108
2018-02-22,44,"BRI",2018-06-13,111
2018-02-22,50,"BRI",2018-06-15,113
2018-02-22,46,"BRI",2018-06-17,115
2018-02-22,38,"BRI",2018-06-20,118
2018-02-22,46.5,"BRI",2018-06-22,120
2018-02-22,60,"BRI",2018-06-24,122
2018-02-22,48,"BRI",2018-06-27,125
2018-02-22,60,"BRI",2018-06-29,127
2018-02-23,43,"BRI",2018-05-02,68
2018-02-23,42.5,"BRI",2018-05-04,70
2018-02-23,37,"BRI",2018-05-06,72
2018-02-23,42,"BRI",2018-05-09,75
2018-02-23,37,"BRI",2018-05-11,77
2018-02-23,42.5,"BRI",2018-05-13,79
2018-02-23,43,"BRI",2018-05-16,82
2018-02-23,42.5,"BRI",2018-05-18,84
2018-02-23,42.5,"BRI",2018-05-20,86
2018-02-23,37,"BRI",2018-05-23,89
2018-02-23,38,"BRI",2018-05-25,91
2018-02-23,38,"BRI",2018-05-27,93
2018-02-23,36.5,"BRI",2018-05-30,96
2018-02-23,34.5,"BRI",2018-06-01,98
2018-02-23,36,"BRI",2018-06-03,100
2018-02-23,37,"BRI",2018-06-06,103
2018-02-23,36,"BRI",2018-06-08,105
2018-02-23,38,"BRI",2018-06-10,107
2018-02-23,44,"BRI",2018-06-13,110
2018-02-23,50,"BRI",2018-06-15,112
2018-02-23,50,"BRI",2018-06-17,114
2018-02-23,37,"BRI",2018-06-20,117
2018-02-23,46.5,"BRI",2018-06-22,119
2018-02-23,48,"BRI",2018-06-24,121
2018-02-23,48,"BRI",2018-06-27,124
2018-02-23,60,"BRI",2018-06-29,126
2018-02-24,46.5,"BRI",2018-05-02,67
2018-02-24,43,"BRI",2018-05-09,74
2018-02-24,43,"BRI",2018-05-16,81
2018-02-24,37,"BRI",2018-05-23,88
2018-02-24,37,"BRI",2018-05-30,95
2018-02-24,36,"BRI",2018-06-06,102
2018-02-24,50,"BRI",2018-06-13,109
2018-02-24,38,"BRI",2018-06-20,116
2018-02-24,48,"BRI",2018-06-27,123
2018-02-25,43,"BRI",2018-05-02,66
2018-02-26,43,"BRI",2018-05-02,65
2018-02-27,43,"BRI",2018-05-02,64
2018-02-28,43,"BRI",2018-05-02,63
2018-03-01,39,"BRI",2018-05-02,62
2018-03-02,37,"BRI",2018-05-02,61
2018-03-03,42,"BRI",2018-05-02,60
2018-03-04,37,"BRI",2018-05-02,59
2018-03-05,42,"BRI",2018-05-02,58
2018-03-06,42,"BRI",2018-05-02,57
2018-03-07,39,"BRI",2018-05-02,56
2018-03-08,42,"BRI",2018-05-02,55
2018-03-09,37,"BRI",2018-05-02,54
2018-03-10,37,"BRI",2018-05-02,53
2018-03-11,37,"BRI",2018-05-02,52
2018-03-12,33,"BRI",2018-05-02,51
2018-03-13,36,"BRI",2018-05-02,50
2018-03-14,37,"BRI",2018-05-02,49
2018-03-15,52,"BRI",2018-05-02,48
2018-03-16,51,"BRI",2018-05-02,47
2018-03-17,51,"BRI",2018-05-02,46
2018-03-18,51,"BRI",2018-05-02,45
2018-03-19,51,"BRI",2018-05-02,44
2018-03-20,37,"BRI",2018-05-02,43
2018-03-21,39,"BRI",2018-05-02,42
2018-03-22,47,"BRI",2018-05-02,41
2018-03-23,52,"BRI",2018-05-02,40
2018-03-24,51.5,"BRI",2018-05-02,39
2018-03-25,52,"BRI",2018-05-02,38
2018-03-26,53.5,"BRI",2018-05-02,37
2018-03-27,51.5,"BRI",2018-05-02,36
2018-03-28,51,"BRI",2018-05-02,35
2018-03-29,52,"BRI",2018-05-02,34
2018-03-30,52,"BRI",2018-05-02,33
2018-03-31,51,"BRI",2018-05-02,32
2018-04-01,51,"BRI",2018-05-02,31
2018-04-02,56,"BRI",2018-05-02,30
2018-04-03,52,"BRI",2018-05-02,29
2018-04-04,43,"BRI",2018-05-02,28
2018-04-05,58.5,"BRI",2018-05-02,27
2018-04-06,42.5,"BRI",2018-05-02,26
2018-04-07,51,"BRI",2018-05-02,25
2018-04-08,47.5,"BRI",2018-05-02,24
2018-04-09,46,"BRI",2018-05-02,23
2018-04-10,46,"BRI",2018-05-02,22
2018-04-11,40.5,"BRI",2018-05-02,21
2018-04-12,71,"BRI",2018-05-02,20
2018-04-13,40.5,"BRI",2018-05-02,19
2018-04-14,51,"BRI",2018-05-02,18
2018-04-15,51,"BRI",2018-05-02,17
2018-04-16,51,"BRI",2018-05-02,16
2018-04-17,60,"BRI",2018-05-02,15
2018-04-18,53,"BRI",2018-05-02,14
2018-04-19,58.5,"BRI",2018-05-02,13
2018-04-20,65.5,"BRI",2018-05-02,12
2018-04-21,55.5,"BRI",2018-05-02,11
2018-04-22,51,"BRI",2018-05-02,10
2018-04-23,45,"BRI",2018-05-02,9
2018-04-24,67.5,"BRI",2018-05-02,8
2018-04-25,39,"BRI",2018-05-02,7
2018-04-26,39,"BRI",2018-05-02,6
2018-04-27,71,"BRI",2018-05-02,5
2018-04-28,101.5,"BRI",2018-05-02,4
2018-04-29,71,"BRI",2018-05-02,3
2018-04-30,85,"BRI",2018-05-02,2
2018-02-22,137,"LED",2018-05-03,70
2018-02-22,141,"LED",2018-05-05,72
2018-02-22,144,"LED",2018-05-10,77
2018-02-22,137,"LED",2018-05-12,79
2018-02-22,123.5,"LED",2018-05-19,86
2018-02-22,135,"LED",2018-05-26,93
2018-02-22,122.5,"LED",2018-05-31,98
2018-02-22,140.5,"LED",2018-06-02,100
2018-02-22,202,"LED",2018-06-07,105
2018-02-22,155,"LED",2018-06-09,107
2018-02-22,155,"LED",2018-06-14,112
2018-02-22,110,"LED",2018-06-16,114
2018-02-22,122.5,"LED",2018-06-21,119
2018-02-22,110,"LED",2018-06-23,121
2018-02-22,140.5,"LED",2018-06-28,126
2018-02-22,135,"LED",2018-06-30,128
2018-02-23,137,"LED",2018-05-03,69
2018-02-23,145,"LED",2018-05-05,71
2018-02-23,128,"LED",2018-05-10,76
2018-02-23,140.5,"LED",2018-05-12,78
2018-02-23,137,"LED",2018-05-19,85
2018-02-23,122.5,"LED",2018-05-26,92
2018-02-23,122.5,"LED",2018-05-31,97
2018-02-23,135,"LED",2018-06-02,99
2018-02-23,200,"LED",2018-06-07,104
2018-02-23,202,"LED",2018-06-09,106
2018-02-23,200,"LED",2018-06-14,111
2018-02-23,110,"LED",2018-06-16,113
2018-02-23,135,"LED",2018-06-21,118
2018-02-23,110,"LED",2018-06-23,120
2018-02-23,140.5,"LED",2018-06-28,125
2018-02-23,135,"LED",2018-06-30,127
2018-02-24,137,"LED",2018-05-03,68
2018-02-24,137,"LED",2018-05-10,75
2018-02-24,137,"LED",2018-05-19,84
2018-02-24,110,"LED",2018-05-26,91
2018-02-24,110,"LED",2018-05-31,96
2018-02-24,201,"LED",2018-06-07,103
2018-02-24,110,"LED",2018-06-14,110
2018-02-24,110,"LED",2018-06-21,117
2018-02-24,135,"LED",2018-06-28,124
2018-02-25,137,"LED",2018-05-03,67
2018-02-25,137,"LED",2018-05-10,74
2018-02-25,110,"LED",2018-05-19,83
2018-02-25,110,"LED",2018-05-26,90
2018-02-25,122.5,"LED",2018-05-31,95
2018-02-25,156,"LED",2018-06-07,102
2018-02-25,110,"LED",2018-06-14,109
2018-02-25,110,"LED",2018-06-21,116
2018-02-25,128,"LED",2018-06-28,123
2018-02-26,121,"LED",2018-05-03,66
2018-02-26,137,"LED",2018-05-10,73
2018-02-26,137,"LED",2018-05-19,82
2018-02-26,116,"LED",2018-05-26,89
2018-02-26,110,"LED",2018-05-31,94
2018-02-26,202,"LED",2018-06-07,101
2018-02-26,110,"LED",2018-06-14,108
2018-02-26,110,"LED",2018-06-21,115
2018-02-26,110,"LED",2018-06-28,122
2018-02-27,116,"LED",2018-05-03,65
2018-02-27,137,"LED",2018-05-19,81
2018-02-27,110,"LED",2018-05-26,88
2018-02-28,136,"LED",2018-05-03,64
2018-02-28,137,"LED",2018-05-19,80
2018-02-28,137,"LED",2018-05-26,87
2018-03-01,140.5,"LED",2018-05-03,63
2018-03-02,140.5,"LED",2018-05-03,62
2018-03-03,145,"LED",2018-05-03,61
2018-03-04,137,"LED",2018-05-03,60
2018-03-05,137,"LED",2018-05-03,59
2018-03-06,122,"LED",2018-05-03,58
2018-03-07,140.5,"LED",2018-05-03,57
2018-03-08,140.5,"LED",2018-05-03,56
2018-03-09,146.5,"LED",2018-05-03,55
2018-03-10,146.5,"LED",2018-05-03,54
2018-03-11,145,"LED",2018-05-03,53
2018-03-12,146,"LED",2018-05-03,52
2018-03-13,137,"LED",2018-05-03,51
2018-03-14,137,"LED",2018-05-03,50
2018-03-15,137,"LED",2018-05-03,49
2018-03-16,147,"LED",2018-05-03,48
2018-03-17,147,"LED",2018-05-03,47
2018-03-18,147.5,"LED",2018-05-03,46
2018-03-19,148,"LED",2018-05-03,45
2018-03-20,142,"LED",2018-05-03,44
2018-03-21,137,"LED",2018-05-03,43
2018-03-22,148,"LED",2018-05-03,42
2018-03-23,148,"LED",2018-05-03,41
2018-03-24,147,"LED",2018-05-03,40
2018-03-25,147,"LED",2018-05-03,39
2018-03-26,142,"LED",2018-05-03,38
2018-03-27,147.5,"LED",2018-05-03,37
2018-03-28,148,"LED",2018-05-03,36
2018-03-29,147,"LED",2018-05-03,35
2018-03-30,147.5,"LED",2018-05-03,34
2018-03-31,147.5,"LED",2018-05-03,33
2018-04-01,142.5,"LED",2018-05-03,32
2018-04-02,148,"LED",2018-05-03,31
2018-04-03,148,"LED",2018-05-03,30
2018-04-04,151.5,"LED",2018-05-03,29
2018-04-05,231,"LED",2018-05-03,28
2018-04-06,158,"LED",2018-05-03,27
2018-04-07,162,"LED",2018-05-03,26
2018-04-08,151,"LED",2018-05-03,25
2018-04-09,148,"LED",2018-05-03,24
2018-04-10,309,"LED",2018-05-03,23
2018-04-11,147.5,"LED",2018-05-03,22
2018-04-12,147,"LED",2018-05-03,21
2018-04-13,207,"LED",2018-05-03,20
2018-04-14,180,"LED",2018-05-03,19
2018-04-15,331,"LED",2018-05-03,18
2018-04-16,154,"LED",2018-05-03,17
2018-04-17,150.5,"LED",2018-05-03,16
2018-04-18,268.5,"LED",2018-05-03,15
2018-04-19,241,"LED",2018-05-03,14
2018-04-20,241,"LED",2018-05-03,13
2018-04-21,241,"LED",2018-05-03,12
2018-04-22,335,"LED",2018-05-03,11
